,Name,Rank,Rating,Release_year,Episodes,Type,Studio,Tags,staff,Good_Anime
10472,Pokemon XY: Hoopa no Odemashi Daisakusen!!,12801.0,6.02,2015-01-01 00:00:00.000000,0.0,TV Sp,OLM,"Comedy, Fantasy, Family Friendly, Monsters, Short Episodes, Based on a Video Game",unknown,0
10473,Pokemon XY: Mega Evolution,1915.0,7.6,2014-01-01 00:00:00.000000,0.0,TV Sp,OLM,"Adventure, Fantasy, Shounen, Elemental Powers, Monsters, Based on a Video Game",Tetsuo Yajima : Director,0
10474,Pokemon XY: New Year Special,11945.0,6.18,2013-01-01 00:00:00.000000,0.0,TV Sp,OLM,"Fantasy, Shounen, Family Friendly, Monsters, Recap, Based on a Video Game",unknown,0
10475,Pokemon XY: New Year's Eve 2014 Super Mega Special,12817.0,6.02,2014-01-01 00:00:00.000000,0.0,TV Sp,OLM,"Adventure, Fantasy, Shounen, Family Friendly, Monsters, Recap, Based on a Video Game",unknown,0
10476,Pokemon XY: Pikachu the Movie,8459.0,6.64,2015-01-01 00:00:00.000000,0.0,TV Sp,OLM,"Comedy, Fantasy, Shounen, Family Friendly, Monsters, Superheroes, Based on a Video Game","Kunihiko Yuyama : Director, Tetsuo Yajima : Director",0
10477,Pokemon XY: Sora no Hahen,8716.0,6.6,2014-01-01 00:00:00.000000,0.0,Movie,OLM,"Fantasy, Sci Fi, Family Friendly, Monsters, Based on a Video Game",unknown,0
10478,Pokemon: Black & White,7281.0,6.76,2010-01-01 00:00:00.000000,84.0,TV,OLM,"Adventure, Fantasy, Shounen, Elemental Powers, Episodic, Family Friendly, Monster-of-the-week, Monsters, Proxy Battles, Based on a Video Game","Kunihiko Yuyama : Chief Director, Norihiko Sutou : Director, Shinji Miyazaki : Music, Norihiro Matsubara : Character Design, Shunya Yamada : Character Design",0
10479,Pokemon: Black & White - Rival Destinies,6639.0,6.82,2012-01-01 00:00:00.000000,24.0,TV,OLM,"Adventure, Fantasy, Elemental Powers, Family Friendly, Monsters, Proxy Battles, Based on a Video Game","Kunihiko Yuyama : Director, Shinji Miyazaki : Music, Toshiya Yamada : Character Design, Shunya Yamada : Character Design, Shigehiro Tanaka : Producer",0
10480,Pokemon: Black & White: Adventures in Unova,4828.0,7.04,2013-01-01 00:00:00.000000,14.0,TV,OLM,"Adventure, Fantasy, Shounen, Elemental Powers, Family Friendly, Monster-of-the-week, Monsters, Proxy Battles, Based on a Video Game","Kunihiko Yuyama : Chief Director, Shunya Yamada : Character Design, Shigehiro Tanaka : Producer",0
10481,Pokemon: Black & White: Adventures in Unova and Beyond,7218.0,6.76,2013-01-01 00:00:00.000000,20.0,TV,OLM,"Adventure, Fantasy, Shounen, Elemental Powers, Family Friendly, Island, Monsters, Proxy Battles, Based on a Video Game","Kunihiko Yuyama : Chief Director, Shunya Yamada : Character Design",0
10482,Pokemon: Camp Pikachu,11060.0,6.32,2002-01-01 00:00:00.000000,0.0,OVA,OLM,"Fantasy, Animal Protagonists, Family Friendly, Forest, Monsters, Non-Human Protagonists, Based on a Video Game",Kunihiko Yuyama : Director,0
10483,Pokemon: Diamond & Pearl,6300.0,6.86,2006-01-01 00:00:00.000000,191.0,TV,OLM,"Adventure, Fantasy, Elemental Powers, Episodic, Family Friendly, Monsters, Proxy Battles, Based on a Video Game","Kunihiko Yuyama : Chief Director, Norihiko Sutou : Director, Shinji Miyazaki : Music, Toshiya Yamada : Character Design, Shunya Yamada : Character Design",0
10484,Pokemon: Diamond & Pearl Special,6621.0,6.82,2011-01-01 00:00:00.000000,0.0,TV Sp,OLM,"Fantasy, Shounen, Elemental Powers, Episodic, Family Friendly, Monsters, Proxy Battles, Based on a Video Game","Norihiko Sutou : Director, Toshiya Yamada : Character Design",0
10485,Pokemon: Diamond and Pearl Clip Show,11294.0,6.28,2006-01-01 00:00:00.000000,0.0,TV Sp,OLM,"Adventure, Fantasy, Shounen, Family Friendly, Monsters, Proxy Battles, Recap, Based on a Video Game",unknown,0
10486,"Pokemon: Diancie, Princess of the Diamond Domain",8767.0,6.6,2014-01-01 00:00:00.000000,1.0,Web,OLM,"Fantasy, Shounen, Elemental Powers, Family Friendly, Monsters, Shorts, Based on a Video Game",Kunihiko Yuyama : Director,0
10487,Pokemon: Eevee and Colorful Friends,8523.0,6.62,2017-01-01 00:00:00.000000,1.0,Web,unknown,"Monsters, Non-Human Protagonists, Promotional, Shorts",unknown,0
10488,Pokemon: Eevee and Friends,6758.0,6.82,2013-01-01 00:00:00.000000,0.0,Movie,OLM,"Fantasy, Shounen, Family Friendly, Monsters, Based on a Video Game","Kunihiko Yuyama : Director, Shinji Miyazaki : Music, Norihiro Matsubara : Character Design",0
10489,Pokemon: Fall Special,11710.0,6.22,1997-01-01 00:00:00.000000,0.0,TV Sp,OLM,"Adventure, Fantasy, Shounen, Monsters, Proxy Battles, Recap",unknown,0
10491,Pokemon: Gotta Dance!,11467.0,6.26,2003-01-01 00:00:00.000000,0.0,TV Sp,OLM,"Fantasy, Dancing, Family Friendly, Monsters, Based on a Video Game","Kunihiko Yuyama : Director, Akifumi Tada : Music, Hirokazu Tanaka : Music, Sayuri Ichiishi : Character Design",0
10492,"Pokemon: Hoopa, The Mischief Pokemon",9551.0,6.5,2015-01-01 00:00:00.000000,0.0,Other,OLM,"Comedy, Fantasy, Shounen, Family Friendly, Monsters, Shorts, Based on a Video Game",unknown,0
10493,Pokemon: Meloetta's Moonlight Serenade,9764.0,6.48,2012-01-01 00:00:00.000000,0.0,Movie,OLM,"Fantasy, Shounen, Family Friendly, Monsters, Based on a Video Game","Kunihiko Yuyama : Director, Akifumi Tada : Music, Norihiro Matsubara : Character Design, Reiji Kasuga : Art Director, Junya Okamoto : Producer, Chouji Yoshikawa : Producer, Akiko Odawara : Producer, Takemoto Mori : Producer",0
10494,Pokemon: Mewtwo - Prologue to Awakening,7682.0,6.72,2013-01-01 00:00:00.000000,0.0,Movie,OLM,"Fantasy, Shounen, Family Friendly, Monsters, Based on a Video Game","Kunihiko Yuyama : Director, Shinji Miyazaki : Music, Sayuri Ichiishi : Character Design, Toshiya Yamada : Character Design",0
10495,Pokemon: Mewtwo Returns,5298.0,6.98,2002-01-01 00:00:00.000000,0.0,TV Sp,OLM,"Fantasy, Sci Fi, Elemental Powers, Family Friendly, Monsters, Proxy Battles, Based on a Video Game","Satoshi Tajiri : Original Creator, Kunihiko Yuyama : Chief Director, Masamitsu Hidaka : Director, Shinji Miyazaki : Music, Sayuri Ichiishi : Character Design, Makiko Iwata : Producer, Takayuki Yanagisawa : Producer, Takemoto Mori : Producer",0
10497,Pokemon: Pichu Bros. in Party Panic,9607.0,6.5,2003-01-01 00:00:00.000000,0.0,Other,OLM,"Fantasy, Animal Protagonists, Family Friendly, Monsters, Non-Human Protagonists, Based on a Video Game",unknown,0
10498,Pokemon: Pikachu Tanken Club,12026.0,6.18,2007-01-01 00:00:00.000000,0.0,Other,OLM,"Fantasy, Animal Protagonists, Family Friendly, Monsters, Non-Human Protagonists, Based on a Video Game","Kunihiko Yuyama : Director, Hirokazu Tanaka : Music, Mikihiko Fukazawa : Producer, Junya Okamoto : Producer, Chouji Yoshikawa : Producer, Takemoto Mori : Producer",0
10499,Pokemon: Pikachu and Pichu,9391.0,6.52,2000-01-01 00:00:00.000000,0.0,Movie,OLM,"Fantasy, Animal Protagonists, Family Friendly, Monsters, Non-Human Protagonists, Shorts, Based on a Video Game","Kunihiko Yuyama : Director, Hirokazu Tanaka : Music, Norihiro Matsubara : Character Design, Chouji Yoshikawa : Producer, Takemoto Mori : Producer, Yukako Matsusako : Producer",0
10500,Pokemon: Pikachu and the Pokemon Music Squad,12301.0,6.12,2015-01-01 00:00:00.000000,0.0,Movie,OLM,"Fantasy, Family Friendly, Monsters, Music, Based on a Video Game",unknown,0
10501,Pokemon: Pikachu's Big Mysterious Adventure,8970.0,6.58,2010-01-01 00:00:00.000000,0.0,Other,OLM,"Fantasy, Animal Protagonists, Family Friendly, Monsters, Non-Human Protagonists, Based on a Video Game","Hirokazu Tanaka : Music, Shunya Yamada : Character Design, Junya Okamoto : Producer, Chouji Yoshikawa : Producer, Yukio Kawasaki : Producer, Takemoto Mori : Producer, Susumu Fukunaga : Producer",0
10502,Pokemon: Pikachu's Ghost Carnival,10723.0,6.36,2005-01-01 00:00:00.000000,0.0,TV Sp,OLM,"Fantasy, Animal Protagonists, Family Friendly, Monsters, Non-Human Protagonists, Based on a Video Game",Kunihiko Yuyama : Director,0
10503,Pokemon: Pikachu's Great Ice Adventure,10676.0,6.36,2008-01-01 00:00:00.000000,0.0,Other,OLM,"Fantasy, Animal Protagonists, Family Friendly, Monsters, Non-Human Protagonists, Based on a Video Game","Hirokazu Tanaka : Music, Shunya Yamada : Character Design, Mikihiko Fukazawa : Producer, Junya Okamoto : Producer, Chouji Yoshikawa : Producer, Takemoto Mori : Producer",0
10504,Pokemon: Pikachu's Great Sparking Search,10746.0,6.36,2009-01-01 00:00:00.000000,0.0,Other,OLM,"Adventure, Fantasy, Animal Protagonists, Family Friendly, Monsters, Non-Human Protagonists, Based on a Video Game","Hirokazu Tanaka : Music, Shunya Yamada : Character Design, Mikihiko Fukazawa : Producer, Junya Okamoto : Producer, Chouji Yoshikawa : Producer, Takemoto Mori : Producer",0
10505,Pokemon: Pikachu's Island Adventure,11059.0,6.32,2006-01-01 00:00:00.000000,1.0,OVA,OLM,"Fantasy, Animal Protagonists, Family Friendly, Island, Monsters, Non-Human Protagonists, Based on a Video Game","Kunihiko Yuyama : Director, Hirokazu Tanaka : Music, Sayuri Ichiishi : Character Design, Norihiro Matsubara : Character Design, Junya Okamoto : Producer, Chouji Yoshikawa : Producer, Takemoto Mori : Producer, Yukako Matsusako : Producer",0
10506,Pokemon: Pikachu's Pikaboo,10818.0,6.34,2001-01-01 00:00:00.000000,1.0,OVA,OLM,"Fantasy, Animal Protagonists, Family Friendly, Monsters, Non-Human Protagonists, Based on a Video Game","Kunihiko Yuyama : Director, Hirokazu Tanaka : Music, Norihiro Matsubara : Character Design, Akihiro Tamagawa : Character Design, Chouji Yoshikawa : Producer, Takemoto Mori : Producer, Yukako Matsusako : Producer",0
10507,Pokemon: Pikachu's Rescue Adventure,9579.0,6.5,1999-01-01 00:00:00.000000,0.0,Movie,OLM,"Adventure, Fantasy, Animal Protagonists, Family Friendly, Monsters, Non-Human Protagonists, Based on a Video Game","Kunihiko Yuyama : Director, Hirokazu Tanaka : Music, Sayuri Ichiishi : Character Design, Norihiro Matsubara : Character Design, Shichirou Kobayashi : Art Director, Chouji Yoshikawa : Producer, Takemoto Mori : Producer, Yukako Matsusako : Producer",0
10508,Pokemon: Pikachu's Summer Bridge Story,12089.0,6.16,2011-01-01 00:00:00.000000,0.0,Other,OLM,"Fantasy, Family Friendly, Shorts, Based on a Video Game","Kunihiko Yuyama : Director, Shinji Miyazaki : Music, Akifumi Tada : Music, Hirokazu Tanaka : Music, Junya Okamoto : Producer, Chouji Yoshikawa : Producer, Yukio Kawasaki : Producer, Takemoto Mori : Producer",0
10509,Pokemon: Pikachu's Summer Festival,10635.0,6.38,2004-01-01 00:00:00.000000,0.0,Other,OLM,"Fantasy, Shounen, Animal Protagonists, Family Friendly, Monsters, Non-Human Protagonists, Based on a Video Game","Kunihiko Yuyama : Director, Shinji Miyazaki : Music, Norihiro Matsubara : Character Design",0
10510,Pokemon: Pikachu's Summer Vacation,7339.0,6.76,1998-01-01 00:00:00.000000,0.0,Movie,OLM,"Adventure, Fantasy, Elemental Powers, Family Friendly, Monsters, Shorts, Based on a Video Game","Hirokazu Tanaka : Music, Tomoyuki Igarashi : Producer, Chouji Yoshikawa : Producer, Takemoto Mori : Producer",0
10511,Pokemon: Pikachu's Winter Vacation,9437.0,6.52,1998-01-01 00:00:00.000000,2.0,OVA,OLM,"Fantasy, Christmas, Family Friendly, Monsters, Based on a Video Game",unknown,0
10512,Pokemon: Pikachu's Winter Vacation 2000,10443.0,6.4,2000-01-01 00:00:00.000000,2.0,OVA,OLM,"Fantasy, Family Friendly, Monsters, Based on a Video Game",unknown,0
10513,Pokemon: Pikachu's Winter Vacation 2001,10710.0,6.36,2001-01-01 00:00:00.000000,3.0,OVA,OLM,"Fantasy, Family Friendly, Monsters, Based on a Video Game",unknown,0
10514,"Pokemon: Pikachu, What's This Key?",11995.0,6.18,2014-01-01 00:00:00.000000,0.0,Movie,OLM,"Fantasy, Animal Protagonists, Family Friendly, Monsters, Non-Human Protagonists, Based on a Video Game",unknown,0
10515,Pokemon: Raikou - The Legend of Thunder,6670.0,6.82,2001-01-01 00:00:00.000000,0.0,TV Sp,OLM,"Action, Fantasy, Shounen, Elemental Powers, Family Friendly, Monsters, Proxy Battles, Based on a Video Game","Kunihiko Yuyama : Chief Director, Masamitsu Hidaka : Director, Shinji Miyazaki : Music, Sayuri Ichiishi : Character Design, Norihiro Matsubara : Character Design, Makiko Iwata : Producer, Takemoto Mori : Producer, Akira Takeuchi : Key Animator",0
10516,Pokemon: Slowking's Day,13158.0,5.94,2000-01-01 00:00:00.000000,0.0,Other,OLM,"Fantasy, Family Friendly, Island, Monsters, Shorts, Based on a Video Game",unknown,0
10518,Pokemon: The Mastermind of Mirage Pokemon,9865.0,6.48,2006-01-01 00:00:00.000000,0.0,TV Sp,OLM,"Adventure, Fantasy, Shounen, Elemental Powers, Family Friendly, Monsters, Based on a Video Game","Masamitsu Hidaka : Director, Shinji Miyazaki : Music, Norihiro Matsubara : Character Design, Takemoto Mori : Producer",0
10519,Pokemon: The Origin,783.0,8.06,2013-01-01 00:00:00.000000,0.0,TV Sp,OLM,"Action, Adventure, Fantasy, Shounen, Elemental Powers, Monsters, Proxy Battles, Based on a Video Game","Itsurou Kawasaki : Director, Daiki Tomiyasu : Director, Hideya Takahashi : Director, Yukio Kuroda : Director, Hiroaki Hayama : Music, Shota Kageyama : Music, Hatsue Katou : Character Design, Takeshi Nomoto : Producer",0
10520,Pokemon: The Origin of Mewtwo,2662.0,7.42,1999-01-01 00:00:00.000000,0.0,Other,OLM,"Drama, Fantasy, Sci Fi, Family Friendly, Monsters, Psychic Powers, Shorts, Superpowers, Based on a Video Game",unknown,0
10522,Pokemon: Twilight Wings,1362.0,7.78,2020-01-01 00:00:00.000000,7.0,Web,FILMONY,"Fantasy, Slice of Life, Family Friendly, Monsters, Proxy Battles, Short Episodes, Based on a Video Game","Shingo Yamashita : Director, Shin Ogasawara : Character Design, Bahi Jd : Key Animator, Weilin Zhang : Key Animator, Eri Irei : Key Animator",0
10523,Pokemon: Twilight Wings - The Gathering of Stars,5767.0,6.92,2020-01-01 00:00:00.000000,1.0,Web,Studio Colorido,"Fantasy, Slice of Life, Family Friendly, Monsters, Proxy Battles, Shorts, Based on a Video Game",Fumika Shishido : Background Artist,0
10524,Pokemon: Utae Meloetta - Rinka no Mi wo Sagase!,12802.0,6.02,2012-01-01 00:00:00.000000,1.0,OVA,unknown,"Fantasy, Family Friendly, Monsters, Shorts, Based on a Video Game","Junya Okamoto : Producer, Chouji Yoshikawa : Producer, Akiko Odawara : Producer, Takemoto Mori : Producer, Kouichi Kawase : Producer",0
10526,Poketoon,4274.0,7.12,2020-01-01 00:00:00.000000,0.0,Web,DandeLion Animation Studio,"Comedy, Fantasy, Family Friendly, Monsters, Short Episodes","Taku Inoue : Director, Fumika Shishido : Background Artist",0
10528,Pokonyan!,4866.0,7.04,1993-01-01 00:00:00.000000,170.0,TV,Animation 21,"Comedy, Family Friendly, Short Episodes, Based on a Manga","Hiroshi Sasagawa : Director, Masae Sagara : Music, Keita Miyahara : Music, Toyoko Hashimoto : Character Design",0
10529,Pokopon no Satogaeri,3513.0,7.24,1993-01-01 00:00:00.000000,1.0,OVA,unknown,"Educational, Family Friendly, Sanrio Characters",unknown,0
10530,Polar Bear Cafe,2562.0,7.44,2012-01-01 00:00:00.000000,50.0,TV,Pierrot,"Comedy, Josei, Slice of Life, Animal Protagonists, Anthropomorphic, Bears, Cafe, Non-Human Protagonists, Work Life, Zoo, Based on a Manga","Aloha Higa : Original Creator, Mitsuyuki Masuhara : Director, Kenji Kondo : Music, Aya Takano : Character Design, Tomokazu Iizumi : Producer, Masashi Matsui : Producer, Nobutaka Yoda : Ed Director",0
10532,Police in a Pod,5213.0,6.98,2022-01-01 00:00:00.000000,0.0,TV,MADHOUSE,"Comedy, Seinen, Slice of Life, Police, Based on a Manga, Mature Themes","Miko Yasu : Original Creator, Yuuzou Satou : Director, Kei Tsuchiya : Character Design",0
10534,Polyphonica,7798.0,6.7,2007-01-01 00:00:00.000000,12.0,TV,Ginga-ya,"Fantasy, Romance, Magic, Music, Based on a Visual Novel","Masami Shimoda : Director, Junichi Watanabe : Director, Masumi Itou : Music, Hiroyuki Horiuchi : Character Design, Gou Tanaka : Producer, Kazuyoshi Fukuba : Producer, Michiyoshi Koyama : Producer, Yuuichi Matsunaga : Producer",0
10535,Polyphonica: Crimson S,3700.0,7.2,2009-01-01 00:00:00.000000,12.0,TV,diomedea,"Fantasy, Romance, Magic, Music, School Life, Based on a Visual Novel","Toshimasa Suzuki : Director & Episode Director & Storyboard, Masumi Itou : Music, Makoto Kohara : Animation Director & Character Design & Chief Animation Director, Yoshiyuki Itou : Producer, Kunihiro Kitamura : Producer, Yui Shibata : Producer, Yoshiko Nakayama : Producer, Masashi Takatori : Producer",0
10536,Pom Poko,3231.0,7.28,1994-01-01 00:00:00.000000,0.0,Movie,Studio Ghibli,"Adventure, Fantasy, Animal Protagonists, Anthropomorphic, Contemporary Fantasy, Environmental, Family Friendly, Japanese Mythology, Non-Human Protagonists, Original Work","Isao Takahata : Director, Masahiko Ootsuka : Assistant Director, Shang Shang Typhoon : Music, Shinji Ootsuka : Character Design, Toshio Suzuki : Producer",0
10537,Pom Pom Purin In The Tortoise and the Hare,10072.0,6.44,2001-01-01 00:00:00.000000,0.0,OVA,Sanrio,"Fantasy, Cats, Based on a Fairy Tale",unknown,0
10538,Pom Pom Purin in The North Wind and the Sun,10578.0,6.38,2001-01-01 00:00:00.000000,1.0,OVA,Sanrio,"Fantasy, Animal Protagonists, Anthropomorphic, Cats, Family Friendly, Non-Human Protagonists, Sanrio Characters",unknown,0
10539,Pompo: The Cinéphile,3138.0,7.3,2021-01-01 00:00:00.000000,0.0,Movie,CLAP,"Work Life, Based on a Manga","Shougo Sugitani : Original Creator, Takayuki Hirao : Director, Kenta Matsukuma : Music, Shingo Adachi : Character Design",0
10540,Pompo: The Cinéphile CM,8692.0,6.6,2018-01-01 00:00:00.000000,1.0,Web,CLAP,"Commercials, Promotional, Work Life, Based on a Manga",unknown,0
10541,Ponkotsu Quest: Maou to Haken no Mamono-tachi,4901.0,7.02,2013-01-01 00:00:00.000000,72.0,Web,Pie in the sky,"Adventure, Comedy, Fantasy, Short Episodes","Keisuke Matsumoto : Director, Masaru Horikoshi : Producer",0
10542,Ponkotsuland Saga,12071.0,6.16,2015-01-01 00:00:00.000000,1.0,Web,Pie in the sky,"Adventure, Comedy, Fantasy, Crossover",unknown,0
10543,Ponsuke no Haru,13840.0,5.74,1934-01-01 00:00:00.000000,0.0,Movie,unknown,"Animal Protagonists, Black and White, No Dialogue, Non-Human Protagonists, Shorts",Ikuo Oishi : Director,0
10544,Pont Qiao Booth,6619.0,6.82,2020-01-01 00:00:00.000000,22.0,TV,Bridge,"Comedy, Short Episodes, VTubers",unknown,0
10546,Pony Metal U-GAIM Promotion Film,10233.0,6.42,1986-01-01 00:00:00.000000,0.0,Other,Anime R,"Magical Girl, Mecha, Sci Fi, Cyborgs, Henshin Heroes, Parody, Promotional, Robots",Kazuaki Mouri : Character Design,0
10547,Ponyo on the Cliff by the Sea,665.0,8.14,2008-01-01 00:00:00.000000,0.0,Movie,Studio Ghibli,"Fantasy, Contemporary Fantasy, Family Friendly, Magic, Mermaids, Non-Human Protagonists, Ocean, Original Work","Hayao Miyazaki : Director & Original Creator & Screenplay & Song Lyrics, Joe Hisaishi : Music, Katsuya Kondou : Character Design, Toshio Suzuki : Producer, Hideki Hamasu : Key Animator, Nobuyuki Takeuchi : Key Animator",0
10548,Poo-neko,8194.0,6.66,2011-01-01 00:00:00.000000,22.0,TV,DLE,"Comedy, Seinen, Cats, Short Episodes, Based on a 4-Koma Manga, Based on a Manga, Flash Animation",Masayuki Kitamichi : Original Creator,0
10550,Pop Team Epic,5957.0,6.9,2018-01-01 00:00:00.000000,12.0,TV,Space Neko Company,"Comedy, Seinen, Breaking the Fourth Wall, Gag, Parody, Slapstick, Based on a 4-Koma Manga, Based on a Manga","Bkub Okawa : Original Creator, Jun Aoki : Director, Aoi Umeki : Director, Gin : Music, Koutarou Sudou : Producer",0
10551,Pop Team Epic (2019),3201.0,7.3,2019-01-01 00:00:00.000000,0.0,TV Sp,Space Neko Company,"Comedy, Seinen, Breaking the Fourth Wall, Gag, Parody, Slapstick, Based on a Manga","Bkub Okawa : Original Creator, Jun Aoki : Director, Aoi Umeki : Director",0
10552,Pop Team Epic Kinen,13065.0,5.96,2018-01-01 00:00:00.000000,0.0,Other,unknown,"Comedy, Sports, Promotional",unknown,0
10553,Pop Team Epic Specials,9140.0,6.56,2018-01-01 00:00:00.000000,0.0,DVD S,unknown,"Comedy, Based on a 4-Koma Manga, Based on a Manga",unknown,0
10554,Pop in Q,10463.0,6.4,2016-01-01 00:00:00.000000,0.0,Movie,Toei Animation,"Drama, Fantasy, Coming of Age, Dancing, Isekai, Magic, Person in a Strange World, Summoned Into Another World, Original Work","Naoki Miyahara : Director, Hiromi Mizutani : Music, Shuuji Katayama : Music, Takayuki Uragami : Character Design, Yuu Kanemaru : Producer",0
10555,Pop in Q Dance MV,11482.0,6.26,2017-01-01 00:00:00.000000,0.0,DVD S,Toei Animation,"Dancing, CG Animation",unknown,0
10556,Popee the Performer,13942.0,5.7,2000-01-01 00:00:00.000000,39.0,TV,Winter 2000,"Comedy, Circus, Dark Comedy, Episodic, No Dialogue, Short Episodes, Slapstick, CG Animation, Animal Abuse,, Mature Themes,, Physical Abuse,, Violence",Ryuji Masuda : Director,0
10557,Popee the Performer: Countdown Special,13725.0,5.78,2002-01-01 00:00:00.000000,0.0,DVD S,unknown,"Comedy, Circus, Dark Comedy, No Dialogue, Slapstick, CG Animation",Ryuji Masuda : Director,0
10558,PopoloCrois,7044.0,6.78,2003-01-01 00:00:00.000000,26.0,TV,TMS Entertainment,"Adventure, Fantasy, Based on a Video Game","Kazuhiro Ochi : Director, Kouichirou Kameyama : Music, Atsuko Fukushima : Character Design, Norio Yamakawa : Producer, Tatsuya Oishi : Key Animator",0
10559,Popolocrois Monogatari,5830.0,6.92,1998-01-01 00:00:00.000000,25.0,TV,BEE TRAIN,"Adventure, Fantasy","Kouichi Mashimo : Director, Itsurou Kawasaki : Assistant Director & Episode Director & Storyboard, Kow Otani : Music, Takayuki Gotou : Character Design, Toshiharu Murata : Mechanical Design, Noriko Kobayashi : Producer, Tomiyo Hiruta : Producer, Takaaki Ishiyama : Episode Director & Storyboard",0
10560,Popotan,12468.0,6.1,2003-01-01 00:00:00.000000,12.0,TV,SHAFT,"Adventure, Comedy, Drama, Ecchi, Fantasy, Sci Fi, Christmas, Contemporary Fantasy, Magic, Mansion, Panty Shots, Siblings, Time Travel, Based on an Eroge, Based on a Visual Novel, Nudity,, Violence","Akio Watanabe : Original Character Design, Shinichirou Kimura : Director, Osamu Tezuka : Music, Haruka Sakurai : Character Design, Tsuguo Kozawa : Photography Director, Hitoshi Hibino : Color Design, Tetsuo Genshou : Producer, Mitsutoshi Kubota : Producer",1
10566,Pops,12676.0,6.06,1993-01-01 00:00:00.000000,1.0,OVA,MADHOUSE,Shoujo,"Morio Asaka : Director, Masaru Kitao : Character Design",0
10567,Porco Rosso,1112.0,7.9,1992-01-01 00:00:00.000000,0.0,Movie,Studio Ghibli,"Action, Adventure, Aviation, Curse, Europe, Pigs, Pirates, Based on a Manga","Hayao Miyazaki : Director & Original Creator & Screenplay, Joe Hisaishi : Music, Toshio Kawaguchi : Character Design, Toshio Suzuki : Producer, Mitsuo Iso : Key Animator, Shinya Oohira : Key Animator",0
10568,Poron Guitar,7970.0,6.68,1959-01-01 00:00:00.000000,0.0,Movie,unknown,"Family Friendly, Shorts",unknown,0
10569,Porong Porong Rescue Mission,7139.0,6.78,2013-01-01 00:00:00.000000,0.0,Movie,unknown,"Adventure, Fantasy, Animal Protagonists, Anthropomorphic, Birds, Family Friendly, Korean Animation, Non-Human Protagonists, Penguins, Pirates, CG Animation",unknown,0
10570,Porong Porong: Snow Fairy Adventure,4846.0,7.04,2014-01-01 00:00:00.000000,0.0,Movie,unknown,"Adventure, Animal Protagonists, Anthropomorphic, Birds, Family Friendly, Korean Animation, Non-Human Protagonists, Penguins, CG Animation",unknown,0
10571,Pororo the Little Penguin,11241.0,6.3,2003-01-01 00:00:00.000000,52.0,TV,unknown,"Fantasy, Slice of Life, Animal Protagonists, Anthropomorphic, Birds, Family Friendly, Korean Animation, Non-Human Protagonists, Penguins, Short Episodes, CG Animation",unknown,0
10572,Pororo the Little Penguin 2,10013.0,6.46,2005-01-01 00:00:00.000000,52.0,TV,unknown,"Fantasy, Slice of Life, Animal Protagonists, Anthropomorphic, Birds, Korean Animation, Non-Human Protagonists, Penguins, Short Episodes, CG Animation",unknown,0
10573,Pororo the Little Penguin 3,9070.0,6.56,2009-01-01 00:00:00.000000,52.0,TV,unknown,"Fantasy, Slice of Life, Animal Protagonists, Anthropomorphic, Birds, Korean Animation, Non-Human Protagonists, Penguins, Short Episodes, CG Animation",unknown,0
10574,Pororo the Little Penguin 4,9674.0,6.5,2012-01-01 00:00:00.000000,26.0,TV,unknown,"Fantasy, Slice of Life, Animal Protagonists, Anthropomorphic, Birds, Korean Animation, Non-Human Protagonists, Penguins, Short Episodes, CG Animation",unknown,0
10575,Pororo the Little Penguin 5,9288.0,6.54,2014-01-01 00:00:00.000000,26.0,TV,unknown,"Fantasy, Slice of Life, Animal Protagonists, Anthropomorphic, Korean Animation, Non-Human Protagonists, Short Episodes, CG Animation",unknown,0
10576,Pororo the Little Penguin 6,8094.0,6.68,2016-01-01 00:00:00.000000,26.0,TV,unknown,"Fantasy, Slice of Life, Animal Protagonists, Anthropomorphic, Birds, Korean Animation, Non-Human Protagonists, Penguins, Short Episodes, CG Animation",unknown,0
10577,Pororo the Little Penguin: The Racing Adventure,7852.0,6.7,2013-01-01 00:00:00.000000,0.0,Movie,unknown,"Fantasy, Animal Protagonists, Anthropomorphic, Birds, Cars, Family Friendly, Korean Animation, Non-Human Protagonists, Penguins, Racing, CG Animation","Young Kyun Park : Director, Hyunho Kim : Producer",0
10578,Pororo to the Cookie Castle,6989.0,6.78,2004-01-01 00:00:00.000000,0.0,Movie,unknown,"Adventure, Animal Protagonists, Anthropomorphic, Birds, Korean Animation, Non-Human Protagonists, Penguins",unknown,0
10579,Porphy no Nagai Tabi,3489.0,7.24,2008-01-01 00:00:00.000000,52.0,TV,Nippon Animation,"Adventure, Earthquake, Europe, Orphans, Siblings, World Masterpiece Theater, Based on a Novel","Tomomi Mochizuki : Director, Moka : Music, Shigeo Akahori : Character Design, Seimei Kidokoro : Episode Director, Ryuichi Kimura : Storyboard",0
10580,Port of Wormy,12797.0,6.02,2009-01-01 00:00:00.000000,0.0,Movie,unknown,"Abstract, Shorts",Mirai Mizue : Director,0
10583,Portrait,10608.0,6.38,1983-01-01 00:00:00.000000,0.0,Movie,unknown,"Abstract, Shorts",Taku Furukawa : Director,0
10584,Post Pet Momobin,13795.0,5.74,2004-01-01 00:00:00.000000,24.0,TV,Summer 2004,"Animal Protagonists, Anthropomorphic, Bears, Family Friendly, Non-Human Protagonists, Short Episodes",unknown,0
